fecha,año,mes,precipitacion_mm
2007-08-01,2007,8,59.52264841125651
2007-09-01,2007,9,60.631625558359744
2007-10-01,2007,10,123.00662666243728
2007-11-01,2007,11,162.88024440613611
2007-12-01,2007,12,125.33073988153043
2008-01-01,2008,1,224.3390930775123
2008-02-01,2008,2,283.9369091239792
2008-03-01,2008,3,308.861428428469
2008-04-01,2008,4,202.44049703166067
2008-05-01,2008,5,130.74750160472195
2008-06-01,2008,6,85.92843035804754
2008-07-01,2008,7,60.08270554752173
2008-08-01,2008,8,60.11516030497826
2008-09-01,2008,9,84.37617839066664
2008-10-01,2008,10,152.24776608173872
2008-11-01,2008,11,137.28015519693398
2008-12-01,2008,12,105.83718725422533
2009-01-01,2009,1,294.92235939726856
2009-02-01,2009,2,280.9033190573311
2009-03-01,2009,3,251.41060067250416
2009-04-01,2009,4,199.48588120992818
2009-05-01,2009,5,119.15502618167194
2009-06-01,2009,6,84.97659241603316
2009-07-01,2009,7,68.2077192536676
2009-08-01,2009,8,70.05881339778226
2009-09-01,2009,9,68.95742334313513
2009-10-01,2009,10,120.08534377129187
2009-11-01,2009,11,115.9891729660942
2009-12-01,2009,12,164.7251026634744
2010-01-01,2010,1,159.4918903416089
2010-02-01,2010,2,255.55068208650195
2010-03-01,2010,3,219.3089918562077
2010-04-01,2010,4,212.8925940343235
2010-05-01,2010,5,135.96840396619245
2010-06-01,2010,6,76.0603605189023
2010-07-01,2010,7,65.36746200448165
2010-08-01,2010,8,43.959931268066086
2010-09-01,2010,9,75.12498084396779
2010-10-01,2010,10,83.98488797178737
2010-11-01,2010,11,99.23108601265325
2010-12-01,2010,12,134.0860619118314
2011-01-01,2011,1,182.26437510222286
2011-02-01,2011,2,181.8953444171731
2011-03-01,2011,3,176.66947881440285
2011-04-01,2011,4,238.06403651081217
2011-05-01,2011,5,92.92489743362673
2011-06-01,2011,6,73.63825534570972
2011-07-01,2011,7,79.53222170023066
2011-08-01,2011,8,55.84480118969341
2011-09-01,2011,9,84.24625502868615
2011-10-01,2011,10,96.45779856443784
2011-11-01,2011,11,127.14142090940905
2011-12-01,2011,12,199.92944399907904
2012-01-01,2012,1,268.63578525526384
2012-02-01,2012,2,363.5247092102818
2012-03-01,2012,3,273.9766422700641
2012-04-01,2012,4,211.23551048701722
2012-05-01,2012,5,130.62905018706982
2012-06-01,2012,6,66.8340662951068
2012-07-01,2012,7,58.48861587072687
2012-08-01,2012,8,61.30041414414164
2012-09-01,2012,9,64.22877900010445
2012-10-01,2012,10,156.44756198394967
2012-11-01,2012,11,165.39587961657807
2012-12-01,2012,12,137.32504146409266
2013-01-01,2013,1,164.7169584592093
2013-02-01,2013,2,237.79661697467037
2013-03-01,2013,3,288.8155272870333
2013-04-01,2013,4,133.44008245646694
2013-05-01,2013,5,151.10584221565315
2013-06-01,2013,6,80.2418676133612
2013-07-01,2013,7,75.22833871882833
2013-08-01,2013,8,68.23387260703838
2013-09-01,2013,9,56.56355250706322
2013-10-01,2013,10,130.42193546791546
2013-11-01,2013,11,80.93422619352243
2013-12-01,2013,12,150.43736327764998
2014-01-01,2014,1,196.82988095288647
2014-02-01,2014,2,195.63970661923247
2014-03-01,2014,3,262.40392701748976
2014-04-01,2014,4,132.30057244654174
2014-05-01,2014,5,169.24827964474895
2014-06-01,2014,6,90.02946744492155
2014-07-01,2014,7,63.870625638038526
2014-08-01,2014,8,56.97161622417335
2014-09-01,2014,9,78.90698211130083
2014-10-01,2014,10,114.27591609685955
2014-11-01,2014,11,138.454250040251
2014-12-01,2014,12,155.0031845028334
2015-01-01,2015,1,210.34076482808982
2015-02-01,2015,2,183.88077610229382
2015-03-01,2015,3,363.94499054262275
2015-04-01,2015,4,217.5755520627308
2015-05-01,2015,5,157.45944017389724
2015-06-01,2015,6,84.14242153801402
2015-07-01,2015,7,70.24556611410725
2015-08-01,2015,8,46.3025303343097
2015-09-01,2015,9,56.716824863153334
2015-10-01,2015,10,120.04919970044892
2015-11-01,2015,11,138.52875443602886
2015-12-01,2015,12,135.61938088411105
2016-01-01,2016,1,197.1673104235741
2016-02-01,2016,2,285.9651789901001
2016-03-01,2016,3,295.50050151920505
2016-04-01,2016,4,218.43149547404678
2016-05-01,2016,5,104.77129674710336
2016-06-01,2016,6,95.64932705111346
2016-07-01,2016,7,46.956562967039545
2016-08-01,2016,8,50.95874662444195
2016-09-01,2016,9,85.01341034307814
2016-10-01,2016,10,115.50726930356802
2016-11-01,2016,11,84.30211516616313
2016-12-01,2016,12,209.3247360162926
2017-01-01,2017,1,306.10296718463513
2017-02-01,2017,2,323.47431854223487
2017-03-01,2017,3,581.2290515773042
2017-04-01,2017,4,244.44615383553068
2017-05-01,2017,5,174.24127271695147
2017-06-01,2017,6,124.32377142671733
2017-07-01,2017,7,66.85307170828574
2017-08-01,2017,8,65.02814913796956
2017-09-01,2017,9,83.26912092683149
2017-10-01,2017,10,124.93778019037893
2017-11-01,2017,11,125.94407908433888
2017-12-01,2017,12,177.77617263497552
2018-01-01,2018,1,212.0380639432301
2018-02-01,2018,2,204.0988348942414
2018-03-01,2018,3,193.40048579324917
2018-04-01,2018,4,191.944437498802
2018-05-01,2018,5,168.994862238426
2018-06-01,2018,6,89.10793304897825
2018-07-01,2018,7,66.121743939284
2018-08-01,2018,8,78.49536264392806
2018-09-01,2018,9,65.07319416809628
2018-10-01,2018,10,134.4433490100345
2018-11-01,2018,11,202.1570200674434
2018-12-01,2018,12,156.33199248641174
2019-01-01,2019,1,197.02748084684742
2019-02-01,2019,2,313.3930933290062
2019-03-01,2019,3,286.40145091287036
2019-04-01,2019,4,210.30385422878152
2019-05-01,2019,5,130.02317523904563
2019-06-01,2019,6,104.66950418045089
2019-07-01,2019,7,111.54437250702915
2019-08-01,2019,8,66.20647747328884
2019-09-01,2019,9,77.80314779066856
2019-10-01,2019,10,141.9315402624521
2019-11-01,2019,11,163.95240025902703
2019-12-01,2019,12,235.05528916123228
2020-01-01,2020,1,147.85730643003052
2020-02-01,2020,2,190.56663915484216
2020-03-01,2020,3,218.74766018919925
2020-04-01,2020,4,184.10831350092383
2020-05-01,2020,5,126.04899400105924
2020-06-01,2020,6,69.62624564920058
2020-07-01,2020,7,88.73436668491432
2020-08-01,2020,8,44.33657710495759
2020-09-01,2020,9,85.57734693689373
2020-10-01,2020,10,85.82519435202103
2020-11-01,2020,11,113.33739230361817
2020-12-01,2020,12,235.49467631626263
2021-01-01,2021,1,243.39839338895052
2021-02-01,2021,2,142.62885767830798
2021-03-01,2021,3,341.8470888390351
2021-04-01,2021,4,200.71445006360696
2021-05-01,2021,5,133.3490850488654
2021-06-01,2021,6,107.2083639853598
2021-07-01,2021,7,65.08938952527063
2021-08-01,2021,8,56.78904779552917
2021-09-01,2021,9,78.13911303156388
2021-10-01,2021,10,175.47622477626368
2021-11-01,2021,11,150.545614058096
2021-12-01,2021,12,158.92954281696376
2022-01-01,2022,1,151.23534833527168
2022-02-01,2022,2,202.7410323303344
2022-03-01,2022,3,328.81349117575155
2022-04-01,2022,4,230.38045124198607
2022-05-01,2022,5,116.84005936361454
2022-06-01,2022,6,100.251014253516
2022-07-01,2022,7,88.02484526431154
2022-08-01,2022,8,69.02044025831209
2022-09-01,2022,9,26.96262075755784
2022-10-01,2022,10,47.61537796014122
2022-11-01,2022,11,35.8659982241569
2022-12-01,2022,12,50.378029385715706
2023-01-01,2023,1,80.25895907478913
2023-02-01,2023,2,106.5647260280439
2023-03-01,2023,3,163.69190965297565
2023-04-01,2023,4,170.54901696302323
2023-05-01,2023,5,66.52621877897197
2023-06-01,2023,6,32.506899839092576
2023-07-01,2023,7,27.936580483648964
2023-08-01,2023,8,17.855861590445656
2023-09-01,2023,9,25.00045281584864
2023-10-01,2023,10,55.26348588260696
2023-11-01,2023,11,49.46697593607461
2023-12-01,2023,12,94.3116252286481
2024-01-01,2024,1,69.0051127437444
2024-02-01,2024,2,93.95438118170273
2024-03-01,2024,3,177.12204202271542
2024-04-01,2024,4,181.85357535343223
2024-05-01,2024,5,142.1698167097902
2024-06-01,2024,6,67.34587690963316
2024-07-01,2024,7,52.06613043194285
2024-08-01,2024,8,40.91423726627461
2024-09-01,2024,9,54.38216181317414
2024-10-01,2024,10,118.96771495724124
2024-11-01,2024,11,82.65907839071062
2024-12-01,2024,12,181.08091866378413
2025-01-01,2025,1,191.14336611010583
2025-02-01,2025,2,353.2910164195595
2025-03-01,2025,3,327.7350359813033
2025-04-01,2025,4,287.45270031414526
2025-05-01,2025,5,161.2709725633882
2025-06-01,2025,6,96.91142832118003
2025-07-01,2025,7,68.71062896353759
2025-08-01,2025,8,73.18878905071749
2025-09-01,2025,9,91.00672875712127
2025-10-01,2025,10,151.3127687636647
2025-11-01,2025,11,201.84144514252043
2025-12-01,2025,12,79.86802182812676
2026-01-01,2026,1,256.9638083684059
2026-02-01,2026,2,322.18779661483524
2026-03-01,2026,3,243.36085284182676
2026-04-01,2026,4,155.02028027384375
2026-05-01,2026,5,117.97532532015411
2026-06-01,2026,6,105.8236496101598
2026-07-01,2026,7,82.63377956174676
2026-08-01,2026,8,62.81898109147046
